,0,1,# of Shots 8,Example Paths 8,Example Categories 8,# of Shots 4,Example Paths 4,Example Categories 4,# of Shots 2,Example Paths 2,Example Categories 2,# of Shots 1,Example Paths 1,Example Categories 1,# of Shots 0,Example Paths 0,Example Categories 0
10,data/Soybean Seeds/Broken/136.jpg,Broken,Broken,"['data/Soybean Seeds/Immature/149.jpg', 'data/Soybean Seeds/Broken/138.jpg', 'data/Soybean Seeds/Skin-damaged/32.jpg', 'data/Soybean Seeds/Broken/554.jpg', 'data/Soybean Seeds/Broken/84.jpg', 'data/Soybean Seeds/Skin-damaged/926.jpg', 'data/Soybean Seeds/Skin-damaged/973.jpg', 'data/Soybean Seeds/Skin-damaged/1102.jpg']","['Immature', 'Broken', 'Skin-damaged', 'Broken', 'Broken', 'Skin-damaged', 'Skin-damaged', 'Skin-damaged']",Skin-damaged,"['data/Soybean Seeds/Skin-damaged/999.jpg', 'data/Soybean Seeds/Spotted/974.jpg', 'data/Soybean Seeds/Skin-damaged/514.jpg', 'data/Soybean Seeds/Intact/1125.jpg']","['Skin-damaged', 'Spotted', 'Skin-damaged', 'Intact']",Skin-damaged,"['data/Soybean Seeds/Intact/382.jpg', 'data/Soybean Seeds/Skin-damaged/196.jpg']","['Intact', 'Skin-damaged']",Intact,['data/Soybean Seeds/Skin-damaged/105.jpg'],['Skin-damaged'],Immature,[],[]
11,data/Soybean Seeds/Immature/701.jpg,Immature,Spotted,"['data/Soybean Seeds/Immature/1084.jpg', 'data/Soybean Seeds/Immature/1065.jpg', 'data/Soybean Seeds/Intact/699.jpg', 'data/Soybean Seeds/Skin-damaged/568.jpg', 'data/Soybean Seeds/Intact/483.jpg', 'data/Soybean Seeds/Intact/567.jpg', 'data/Soybean Seeds/Skin-damaged/149.jpg', 'data/Soybean Seeds/Spotted/112.jpg']","['Immature', 'Immature', 'Intact', 'Skin-damaged', 'Intact', 'Intact', 'Skin-damaged', 'Spotted']",Immature,"['data/Soybean Seeds/Skin-damaged/973.jpg', 'data/Soybean Seeds/Broken/333.jpg', 'data/Soybean Seeds/Intact/699.jpg', 'data/Soybean Seeds/Spotted/420.jpg']","['Skin-damaged', 'Broken', 'Intact', 'Spotted']",Broken,"['data/Soybean Seeds/Broken/866.jpg', 'data/Soybean Seeds/Broken/206.jpg']","['Broken', 'Broken']",Spotted,['data/Soybean Seeds/Spotted/112.jpg'],['Spotted'],Broken,[],[]
12,data/Soybean Seeds/Skin-damaged/105.jpg,Skin-damaged,Skin-damaged,"['data/Soybean Seeds/Skin-damaged/149.jpg', 'data/Soybean Seeds/Immature/1065.jpg', 'data/Soybean Seeds/Broken/960.jpg', 'data/Soybean Seeds/Spotted/887.jpg', 'data/Soybean Seeds/Immature/431.jpg', 'data/Soybean Seeds/Skin-damaged/973.jpg', 'data/Soybean Seeds/Broken/738.jpg', 'data/Soybean Seeds/Immature/1124.jpg']","['Skin-damaged', 'Immature', 'Broken', 'Spotted', 'Immature', 'Skin-damaged', 'Broken', 'Immature']",Intact,"['data/Soybean Seeds/Intact/483.jpg', 'data/Soybean Seeds/Skin-damaged/1102.jpg', 'data/Soybean Seeds/Immature/149.jpg', 'data/Soybean Seeds/Spotted/532.jpg']","['Intact', 'Skin-damaged', 'Immature', 'Spotted']",Intact,"['data/Soybean Seeds/Skin-damaged/343.jpg', 'data/Soybean Seeds/Skin-damaged/1090.jpg']","['Skin-damaged', 'Skin-damaged']",Intact,['data/Soybean Seeds/Intact/465.jpg'],['Intact'],Immature,[],[]
13,data/Soybean Seeds/Immature/10.jpg,Immature,Immature,"['data/Soybean Seeds/Immature/701.jpg', 'data/Soybean Seeds/Spotted/185.jpg', 'data/Soybean Seeds/Broken/181.jpg', 'data/Soybean Seeds/Intact/688.jpg', 'data/Soybean Seeds/Broken/786.jpg', 'data/Soybean Seeds/Immature/40.jpg', 'data/Soybean Seeds/Broken/738.jpg', 'data/Soybean Seeds/Broken/960.jpg']","['Immature', 'Spotted', 'Broken', 'Intact', 'Broken', 'Immature', 'Broken', 'Broken']",Intact,"['data/Soybean Seeds/Broken/84.jpg', 'data/Soybean Seeds/Intact/465.jpg', 'data/Soybean Seeds/Skin-damaged/861.jpg', 'data/Soybean Seeds/Broken/464.jpg']","['Broken', 'Intact', 'Skin-damaged', 'Broken']",Intact,"['data/Soybean Seeds/Skin-damaged/343.jpg', 'data/Soybean Seeds/Spotted/1036.jpg']","['Skin-damaged', 'Spotted']",Intact,['data/Soybean Seeds/Intact/483.jpg'],['Intact'],Skin-damaged,[],[]
14,data/Soybean Seeds/Spotted/922.jpg,Spotted,Skin-damaged,"['data/Soybean Seeds/Skin-damaged/999.jpg', 'data/Soybean Seeds/Spotted/532.jpg', 'data/Soybean Seeds/Spotted/167.jpg', 'data/Soybean Seeds/Immature/1124.jpg', 'data/Soybean Seeds/Skin-damaged/568.jpg', 'data/Soybean Seeds/Immature/19.jpg', 'data/Soybean Seeds/Skin-damaged/973.jpg', 'data/Soybean Seeds/Broken/333.jpg']","['Skin-damaged', 'Spotted', 'Spotted', 'Immature', 'Skin-damaged', 'Immature', 'Skin-damaged', 'Broken']",Skin-damaged,"['data/Soybean Seeds/Skin-damaged/149.jpg', 'data/Soybean Seeds/Intact/1008.jpg', 'data/Soybean Seeds/Intact/699.jpg', 'data/Soybean Seeds/Intact/1125.jpg']","['Skin-damaged', 'Intact', 'Intact', 'Intact']",Skin-damaged,"['data/Soybean Seeds/Skin-damaged/105.jpg', 'data/Soybean Seeds/Immature/696.jpg']","['Skin-damaged', 'Immature']",,['data/Soybean Seeds/Skin-damaged/861.jpg'],['Skin-damaged'],Intact,[],[]
15,data/Soybean Seeds/Broken/138.jpg,Broken,Intact,"['data/Soybean Seeds/Skin-damaged/149.jpg', 'data/Soybean Seeds/Intact/1008.jpg', 'data/Soybean Seeds/Immature/741.jpg', 'data/Soybean Seeds/Broken/958.jpg', 'data/Soybean Seeds/Skin-damaged/105.jpg', 'data/Soybean Seeds/Skin-damaged/268.jpg', 'data/Soybean Seeds/Intact/688.jpg', 'data/Soybean Seeds/Intact/698.jpg']","['Skin-damaged', 'Intact', 'Immature', 'Broken', 'Skin-damaged', 'Skin-damaged', 'Intact', 'Intact']",Broken,"['data/Soybean Seeds/Broken/84.jpg', 'data/Soybean Seeds/Spotted/1036.jpg', 'data/Soybean Seeds/Spotted/532.jpg', 'data/Soybean Seeds/Skin-damaged/973.jpg']","['Broken', 'Spotted', 'Spotted', 'Skin-damaged']",Skin-damaged,"['data/Soybean Seeds/Immature/40.jpg', 'data/Soybean Seeds/Spotted/706.jpg']","['Immature', 'Spotted']",Broken,['data/Soybean Seeds/Intact/242.jpg'],['Intact'],Broken,[],[]
16,data/Soybean Seeds/Skin-damaged/8.jpg,Skin-damaged,Spotted,"['data/Soybean Seeds/Spotted/532.jpg', 'data/Soybean Seeds/Spotted/922.jpg', 'data/Soybean Seeds/Immature/8.jpg', 'data/Soybean Seeds/Skin-damaged/343.jpg', 'data/Soybean Seeds/Immature/875.jpg', 'data/Soybean Seeds/Intact/382.jpg', 'data/Soybean Seeds/Skin-damaged/414.jpg', 'data/Soybean Seeds/Intact/407.jpg']","['Spotted', 'Spotted', 'Immature', 'Skin-damaged', 'Immature', 'Intact', 'Skin-damaged', 'Intact']",Skin-damaged,"['data/Soybean Seeds/Immature/621.jpg', 'data/Soybean Seeds/Intact/1008.jpg', 'data/Soybean Seeds/Broken/866.jpg', 'data/Soybean Seeds/Broken/738.jpg']","['Immature', 'Intact', 'Broken', 'Broken']",Immature,"['data/Soybean Seeds/Intact/48.jpg', 'data/Soybean Seeds/Immature/149.jpg']","['Intact', 'Immature']",Skin-damaged,['data/Soybean Seeds/Skin-damaged/973.jpg'],['Skin-damaged'],Broken,[],[]
17,data/Soybean Seeds/Skin-damaged/1090.jpg,Skin-damaged,Skin-damaged,"['data/Soybean Seeds/Broken/786.jpg', 'data/Soybean Seeds/Broken/960.jpg', 'data/Soybean Seeds/Skin-damaged/343.jpg', 'data/Soybean Seeds/Intact/95.jpg', 'data/Soybean Seeds/Broken/848.jpg', 'data/Soybean Seeds/Intact/836.jpg', 'data/Soybean Seeds/Spotted/157.jpg', 'data/Soybean Seeds/Intact/382.jpg']","['Broken', 'Broken', 'Skin-damaged', 'Intact', 'Broken', 'Intact', 'Spotted', 'Intact']",Intact,"['data/Soybean Seeds/Immature/441.jpg', 'data/Soybean Seeds/Skin-damaged/315.jpg', 'data/Soybean Seeds/Spotted/528.jpg', 'data/Soybean Seeds/Intact/567.jpg']","['Immature', 'Skin-damaged', 'Spotted', 'Intact']",Skin-damaged,"['data/Soybean Seeds/Skin-damaged/861.jpg', 'data/Soybean Seeds/Intact/972.jpg']","['Skin-damaged', 'Intact']",Broken,['data/Soybean Seeds/Broken/84.jpg'],['Broken'],Broken,[],[]
18,data/Soybean Seeds/Broken/866.jpg,Broken,Skin-damaged,"['data/Soybean Seeds/Skin-damaged/999.jpg', 'data/Soybean Seeds/Intact/483.jpg', 'data/Soybean Seeds/Intact/698.jpg', 'data/Soybean Seeds/Spotted/112.jpg', 'data/Soybean Seeds/Immature/701.jpg', 'data/Soybean Seeds/Skin-damaged/8.jpg', 'data/Soybean Seeds/Skin-damaged/32.jpg', 'data/Soybean Seeds/Immature/875.jpg']","['Skin-damaged', 'Intact', 'Intact', 'Spotted', 'Immature', 'Skin-damaged', 'Skin-damaged', 'Immature']",Broken,"['data/Soybean Seeds/Broken/738.jpg', 'data/Soybean Seeds/Intact/483.jpg', 'data/Soybean Seeds/Skin-damaged/514.jpg', 'data/Soybean Seeds/Spotted/586.jpg']","['Broken', 'Intact', 'Skin-damaged', 'Spotted']",Broken,"['data/Soybean Seeds/Intact/242.jpg', 'data/Soybean Seeds/Immature/701.jpg']","['Intact', 'Immature']",Skin-damaged,['data/Soybean Seeds/Spotted/922.jpg'],['Spotted'],Broken,[],[]
19,data/Soybean Seeds/Immature/441.jpg,Immature,Intact,"['data/Soybean Seeds/Intact/828.jpg', 'data/Soybean Seeds/Skin-damaged/1090.jpg', 'data/Soybean Seeds/Skin-damaged/343.jpg', 'data/Soybean Seeds/Spotted/1036.jpg', 'data/Soybean Seeds/Immature/40.jpg', 'data/Soybean Seeds/Broken/738.jpg', 'data/Soybean Seeds/Immature/1084.jpg', 'data/Soybean Seeds/Broken/866.jpg']","['Intact', 'Skin-damaged', 'Skin-damaged', 'Spotted', 'Immature', 'Broken', 'Immature', 'Broken']",Immature,"['data/Soybean Seeds/Broken/554.jpg', 'data/Soybean Seeds/Intact/465.jpg', 'data/Soybean Seeds/Intact/836.jpg', 'data/Soybean Seeds/Spotted/532.jpg']","['Broken', 'Intact', 'Intact', 'Spotted']",Skin-damaged,"['data/Soybean Seeds/Skin-damaged/695.jpg', 'data/Soybean Seeds/Broken/866.jpg']","['Skin-damaged', 'Broken']",Intact,['data/Soybean Seeds/Skin-damaged/315.jpg'],['Skin-damaged'],Broken,[],[]
20,data/Soybean Seeds/Intact/1125.jpg,Intact,Intact,"['data/Soybean Seeds/Immature/431.jpg', 'data/Soybean Seeds/Intact/483.jpg', 'data/Soybean Seeds/Immature/10.jpg', 'data/Soybean Seeds/Intact/192.jpg', 'data/Soybean Seeds/Intact/836.jpg', 'data/Soybean Seeds/Skin-damaged/196.jpg', 'data/Soybean Seeds/Immature/554.jpg', 'data/Soybean Seeds/Intact/48.jpg']","['Immature', 'Intact', 'Immature', 'Intact', 'Intact', 'Skin-damaged', 'Immature', 'Intact']",Immature,"['data/Soybean Seeds/Intact/698.jpg', 'data/Soybean Seeds/Skin-damaged/147.jpg', 'data/Soybean Seeds/Immature/701.jpg', 'data/Soybean Seeds/Intact/48.jpg']","['Intact', 'Skin-damaged', 'Immature', 'Intact']",Immature,"['data/Soybean Seeds/Immature/441.jpg', 'data/Soybean Seeds/Skin-damaged/514.jpg']","['Immature', 'Skin-damaged']",Intact,['data/Soybean Seeds/Skin-damaged/149.jpg'],['Skin-damaged'],Intact,[],[]
21,data/Soybean Seeds/Spotted/493.jpg,Spotted,,"['data/Soybean Seeds/Spotted/167.jpg', 'data/Soybean Seeds/Immature/8.jpg', 'data/Soybean Seeds/Immature/741.jpg', 'data/Soybean Seeds/Intact/95.jpg', 'data/Soybean Seeds/Skin-damaged/149.jpg', 'data/Soybean Seeds/Broken/138.jpg', 'data/Soybean Seeds/Immature/1065.jpg', 'data/Soybean Seeds/Intact/48.jpg']","['Spotted', 'Immature', 'Immature', 'Intact', 'Skin-damaged', 'Broken', 'Immature', 'Intact']",Intact,"['data/Soybean Seeds/Intact/828.jpg', 'data/Soybean Seeds/Spotted/974.jpg', 'data/Soybean Seeds/Skin-damaged/315.jpg', 'data/Soybean Seeds/Broken/738.jpg']","['Intact', 'Spotted', 'Skin-damaged', 'Broken']",Intact,"['data/Soybean Seeds/Spotted/876.jpg', 'data/Soybean Seeds/Spotted/399.jpg']","['Spotted', 'Spotted']",Skin-damaged,['data/Soybean Seeds/Intact/407.jpg'],['Intact'],Skin-damaged,[],[]
22,data/Soybean Seeds/Immature/19.jpg,Immature,Skin-damaged,"['data/Soybean Seeds/Broken/333.jpg', 'data/Soybean Seeds/Broken/203.jpg', 'data/Soybean Seeds/Spotted/974.jpg', 'data/Soybean Seeds/Broken/949.jpg', 'data/Soybean Seeds/Immature/431.jpg', 'data/Soybean Seeds/Broken/958.jpg', 'data/Soybean Seeds/Spotted/8.jpg', 'data/Soybean Seeds/Skin-damaged/343.jpg']","['Broken', 'Broken', 'Spotted', 'Broken', 'Immature', 'Broken', 'Spotted', 'Skin-damaged']",Intact,"['data/Soybean Seeds/Intact/972.jpg', 'data/Soybean Seeds/Immature/1065.jpg', 'data/Soybean Seeds/Immature/431.jpg', 'data/Soybean Seeds/Skin-damaged/670.jpg']","['Intact', 'Immature', 'Immature', 'Skin-damaged']",Skin-damaged,"['data/Soybean Seeds/Skin-damaged/999.jpg', 'data/Soybean Seeds/Skin-damaged/105.jpg']","['Skin-damaged', 'Skin-damaged']",,['data/Soybean Seeds/Broken/786.jpg'],['Broken'],Broken,[],[]
23,data/Soybean Seeds/Intact/403.jpg,Intact,Spotted,"['data/Soybean Seeds/Broken/554.jpg', 'data/Soybean Seeds/Immature/875.jpg', 'data/Soybean Seeds/Spotted/8.jpg', 'data/Soybean Seeds/Broken/203.jpg', 'data/Soybean Seeds/Skin-damaged/999.jpg', 'data/Soybean Seeds/Skin-damaged/861.jpg', 'data/Soybean Seeds/Skin-damaged/670.jpg', 'data/Soybean Seeds/Immature/149.jpg']","['Broken', 'Immature', 'Spotted', 'Broken', 'Skin-damaged', 'Skin-damaged', 'Skin-damaged', 'Immature']",Intact,"['data/Soybean Seeds/Intact/192.jpg', 'data/Soybean Seeds/Intact/483.jpg', 'data/Soybean Seeds/Broken/464.jpg', 'data/Soybean Seeds/Intact/242.jpg']","['Intact', 'Intact', 'Broken', 'Intact']",Immature,"['data/Soybean Seeds/Immature/1124.jpg', 'data/Soybean Seeds/Broken/738.jpg']","['Immature', 'Broken']",Broken,['data/Soybean Seeds/Broken/331.jpg'],['Broken'],Immature,[],[]
24,data/Soybean Seeds/Skin-damaged/343.jpg,Skin-damaged,Skin-damaged,"['data/Soybean Seeds/Spotted/706.jpg', 'data/Soybean Seeds/Skin-damaged/147.jpg', 'data/Soybean Seeds/Immature/554.jpg', 'data/Soybean Seeds/Skin-damaged/670.jpg', 'data/Soybean Seeds/Skin-damaged/861.jpg', 'data/Soybean Seeds/Intact/1008.jpg', 'data/Soybean Seeds/Broken/876.jpg', 'data/Soybean Seeds/Skin-damaged/1090.jpg']","['Spotted', 'Skin-damaged', 'Immature', 'Skin-damaged', 'Skin-damaged', 'Intact', 'Broken', 'Skin-damaged']",Skin-damaged,"['data/Soybean Seeds/Skin-damaged/268.jpg', 'data/Soybean Seeds/Immature/8.jpg', 'data/Soybean Seeds/Spotted/532.jpg', 'data/Soybean Seeds/Immature/594.jpg']","['Skin-damaged', 'Immature', 'Spotted', 'Immature']",Broken,"['data/Soybean Seeds/Skin-damaged/926.jpg', 'data/Soybean Seeds/Spotted/706.jpg']","['Skin-damaged', 'Spotted']",Broken,['data/Soybean Seeds/Broken/960.jpg'],['Broken'],Immature,[],[]
