,0,1,hierarchy,Embedding Example Paths kingdom 1,Embedding Example Categories kingdom 1,Random Example Paths kingdom 1,Random Example Categories kingdom 1,Embedding Example Paths phylum 1,Embedding Example Categories phylum 1,Random Example Paths phylum 1,Random Example Categories phylum 1,Embedding Example Paths class 1,Embedding Example Categories class 1,Random Example Paths class 1,Random Example Categories class 1,Embedding kingdom 1,Random Example Paths order 1,Random Example Categories order 1,Embedding Example Paths order 1,Embedding Example Categories order 1,Embedding Example Paths family 1,Embedding Example Categories family 1,Random Example Paths family 1,Random Example Categories family 1,Embedding phylum 1,Random kingdom 1,Random phylum 1,Random Example Paths genus 1,Random Example Categories genus 1,Embedding Example Paths genus 1,Embedding Example Categories genus 1,Random Example Paths species 1,Random Example Categories species 1,Embedding Example Paths species 1,Embedding Example Categories species 1,Embedding class 1,Embedding order 1,Embedding family 1,Embedding genus 1,Embedding species 1,Random class 1,Random order 1,Random family 1,Random genus 1,Random species 1
10,./biotrove-data/images/129889642.jpg,Astala confederata,"{'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Lepidoptera', 'family': 'Psychidae', 'genus': 'Astala', 'species': 'confederata'}",['./biotrove-data/images/129889642.jpg'],['Animalia'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/129889642.jpg'],['Arthropoda'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/129889642.jpg'],['Insecta'],['./biotrove-data/images/95242224.jpg'],['Aves'],Animalia,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/129889642.jpg'],['Lepidoptera'],['./biotrove-data/images/129889642.jpg'],['Psychidae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Arthropoda,Animalia,Arthropoda,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],['./biotrove-data/images/129889642.jpg'],['Astala'],['./biotrove-data/images/95242224.jpg'],['masukuensis'],['./biotrove-data/images/129889642.jpg'],['confederata'],Insecta,Lepidoptera,Psychidae,Astala,confederata,Insecta,Lepidoptera,Noctuidae,Acronicta,hypogaea
11,./biotrove-data/images/57819489.jpg,Acrocephalus rodericanus,"{'kingdom': 'Animalia', 'phylum': 'Chordata', 'class': 'Aves', 'order': 'Passeriformes', 'family': 'Acrocephalidae', 'genus': 'Acrocephalus', 'species': 'rodericanus'}",['./biotrove-data/images/57819489.jpg'],['Animalia'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/57819489.jpg'],['Chordata'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/57819489.jpg'],['Aves'],['./biotrove-data/images/95242224.jpg'],['Aves'],Animalia,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/57819489.jpg'],['Passeriformes'],['./biotrove-data/images/57819489.jpg'],['Acrocephalidae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Chordata,Animalia,Chordata,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],['./biotrove-data/images/57819489.jpg'],['Acrocephalus'],['./biotrove-data/images/95242224.jpg'],['masukuensis'],['./biotrove-data/images/57819489.jpg'],['rodericanus'],Aves,Passeriformes,Acrocephalidae,Acrocephalus,rodericanus,Aves,Passeriformes,Acrocephalidae,Acrocephalus,masukuensis
12,./biotrove-data/images/70825717.jpg,Amblyscirtes linda,"{'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Lepidoptera', 'family': 'Hesperiidae', 'genus': 'Amblyscirtes', 'species': 'linda'}",['./biotrove-data/images/70825717.jpg'],['Animalia'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/70825717.jpg'],['Arthropoda'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/70825717.jpg'],['Insecta'],['./biotrove-data/images/95242224.jpg'],['Aves'],Animalia,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/70825717.jpg'],['Lepidoptera'],['./biotrove-data/images/70825717.jpg'],['Hesperiidae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Arthropoda,Animalia,Arthropoda,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],['./biotrove-data/images/70825717.jpg'],['Amblyscirtes'],['./biotrove-data/images/95242224.jpg'],['masukuensis'],['./biotrove-data/images/70825717.jpg'],['linda'],Insecta,Lepidoptera,Hesperiidae,Amblyscirtes,linda,Insecta,Lepidoptera,Hesperiidae,Aeromachus,masukuensis
13,./biotrove-data/images/239960351.jpg,Acacia hammondii,"{'kingdom': 'Plantae', 'phylum': 'Tracheophyta', 'class': 'Magnoliopsida', 'order': 'Fabales', 'family': 'Fabaceae', 'genus': 'Acacia', 'species': 'hammondii'}",['./biotrove-data/images/239960351.jpg'],['Plantae'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/239960351.jpg'],['Tracheophyta'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/239960351.jpg'],['Magnoliopsida'],['./biotrove-data/images/95242224.jpg'],['Aves'],Plantae,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/239960351.jpg'],['Fabales'],['./biotrove-data/images/239960351.jpg'],['Fabaceae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Tracheophyta,Plantae,Tracheophyta,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],['./biotrove-data/images/239960351.jpg'],['Acacia'],['./biotrove-data/images/95242224.jpg'],['masukuensis'],['./biotrove-data/images/239960351.jpg'],['hammondii'],Magnoliopsida,Fabales,Fabaceae,Acacia,hammondii,Pinopsida,Pinales,Pinaceae,Acacia,stipitata
14,./biotrove-data/images/220581004.jpg,Actenoides hombroni,"{'kingdom': 'Animalia', 'phylum': 'Chordata', 'class': 'Aves', 'order': 'Coraciiformes', 'family': 'Alcedinidae', 'genus': 'Actenoides', 'species': 'hombroni'}",['./biotrove-data/images/220581004.jpg'],['Animalia'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/220581004.jpg'],['Chordata'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/220581004.jpg'],['Aves'],['./biotrove-data/images/95242224.jpg'],['Aves'],Animalia,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/220581004.jpg'],['Coraciiformes'],['./biotrove-data/images/220581004.jpg'],['Alcedinidae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Chordata,Animalia,Chordata,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],['./biotrove-data/images/220581004.jpg'],['Actenoides'],['./biotrove-data/images/95242224.jpg'],['masukuensis'],['./biotrove-data/images/220581004.jpg'],['hombroni'],Aves,Coraciiformes,Alcedinidae,Actenoides,hombroni,Aves,Coraciiformes,Alcedinidae,Actenoides,cyanescens
15,./biotrove-data/images/208066042.jpg,Andrena bimaculata,"{'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Hymenoptera', 'family': 'Andrenidae', 'genus': 'Andrena', 'species': 'bimaculata'}",['./biotrove-data/images/208066042.jpg'],['Animalia'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/208066042.jpg'],['Arthropoda'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/208066042.jpg'],['Insecta'],['./biotrove-data/images/95242224.jpg'],['Aves'],Animalia,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/208066042.jpg'],['Hymenoptera'],['./biotrove-data/images/208066042.jpg'],['Andrenidae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Arthropoda,Animalia,Arthropoda,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],['./biotrove-data/images/297042478.jpg'],['Bombus'],['./biotrove-data/images/95242224.jpg'],['masukuensis'],['./biotrove-data/images/297042478.jpg'],['mendax'],Insecta,Hymenoptera,Apidae,Bombus,melindae,Insecta,Hymenoptera,Apidae,Bombus,bimaculata
16,./biotrove-data/images/335649534.jpg,Artamus maximus,"{'kingdom': 'Animalia', 'phylum': 'Chordata', 'class': 'Aves', 'order': 'Passeriformes', 'family': 'Artamidae', 'genus': 'Artamus', 'species': 'maximus'}",['./biotrove-data/images/335649534.jpg'],['Animalia'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/335649534.jpg'],['Chordata'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/335649534.jpg'],['Aves'],['./biotrove-data/images/95242224.jpg'],['Aves'],Animalia,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/335649534.jpg'],['Passeriformes'],['./biotrove-data/images/335649534.jpg'],['Artamidae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Chordata,Animalia,Chordata,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],['./biotrove-data/images/335649534.jpg'],['Artamus'],['./biotrove-data/images/95242224.jpg'],['masukuensis'],['./biotrove-data/images/335649534.jpg'],['maximus'],Aves,Passeriformes,Artamidae,Artamus,maximus,Aves,Passeriformes,Artamidae,Artamus,punctatus
17,./biotrove-data/images/249764594.jpg,Anthoceros punctatus,"{'kingdom': 'Plantae', 'phylum': 'Anthocerotophyta', 'class': 'Anthocerotopsida', 'order': 'Anthocerotales', 'family': 'Anthocerotaceae', 'genus': 'Anthoceros', 'species': 'punctatus'}",['./biotrove-data/images/249764594.jpg'],['Plantae'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/249764594.jpg'],['Anthocerotophyta'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/249764594.jpg'],['Anthocerotopsida'],['./biotrove-data/images/95242224.jpg'],['Aves'],Plantae,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/249764594.jpg'],['Anthocerotales'],['./biotrove-data/images/249764594.jpg'],['Anthocerotaceae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Anthocerotophyta,Plantae,Anthocerotophyta,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],['./biotrove-data/images/249764594.jpg'],['Anthoceros'],['./biotrove-data/images/95242224.jpg'],['masukuensis'],['./biotrove-data/images/249764594.jpg'],['punctatus'],Anthocerotopsida,Anthocerotales,Anthocerotaceae,Anthoceros,punctatus,Anthocerotopsida,Anthocerotales,Anthocerotaceae,Anthoceros,masukuensis
18,./biotrove-data/images/182994620.jpg,Andrena bimaculata,"{'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Hymenoptera', 'family': 'Andrenidae', 'genus': 'Andrena', 'species': 'bimaculata'}",['./biotrove-data/images/182994620.jpg'],['Animalia'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/182994620.jpg'],['Arthropoda'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/182994620.jpg'],['Insecta'],['./biotrove-data/images/95242224.jpg'],['Aves'],Animalia,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/182994620.jpg'],['Hymenoptera'],['./biotrove-data/images/182994620.jpg'],['Andrenidae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Arthropoda,Animalia,Arthropoda,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],['./biotrove-data/images/182994620.jpg'],['Andrena'],['./biotrove-data/images/95242224.jpg'],['masukuensis'],['./biotrove-data/images/182994620.jpg'],['bimaculata'],Insecta,Hymenoptera,Andrenidae,Andrena,bimaculata,Insecta,Hymenoptera,Apidae,Bombus,notata
19,./biotrove-data/images/304471164.jpg,Bathanthidium sibiricum,"{'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Hymenoptera', 'family': 'Megachilidae', 'genus': 'Bathanthidium', 'species': 'sibiricum'}",['./biotrove-data/images/304471164.jpg'],['Animalia'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/304471164.jpg'],['Arthropoda'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/304471164.jpg'],['Insecta'],['./biotrove-data/images/95242224.jpg'],['Aves'],Animalia,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/304471164.jpg'],['Hymenoptera'],['./biotrove-data/images/304471164.jpg'],['Megachilidae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Arthropoda,Animalia,Arthropoda,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],['./biotrove-data/images/304471164.jpg'],['Bathanthidium'],['./biotrove-data/images/95242224.jpg'],['masukuensis'],['./biotrove-data/images/304471164.jpg'],['sibiricum'],Insecta,Hymenoptera,Megachilidae,Bathanthidium,sibiricum,Insecta,Hymenoptera,Apidae,Bombus,notata
20,./biotrove-data/images/279037910.jpg,Aethopyga shelleyi,"{'kingdom': 'Animalia', 'phylum': 'Chordata', 'class': 'Aves', 'order': 'Passeriformes', 'family': 'Nectariniidae', 'genus': 'Aethopyga', 'species': 'shelleyi'}",['./biotrove-data/images/279037910.jpg'],['Animalia'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/279037910.jpg'],['Chordata'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/279037910.jpg'],['Aves'],['./biotrove-data/images/95242224.jpg'],['Aves'],Animalia,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/279037910.jpg'],['Passeriformes'],['./biotrove-data/images/279037910.jpg'],['Nectariniidae'],,,Chordata,Animalia,Chordata,,,['./biotrove-data/images/279037910.jpg'],['Aethopyga'],,,['./biotrove-data/images/279037910.jpg'],['shelleyi'],Aves,Passeriformes,Nectariniidae,Aethopyga,shelleyi,Aves,NA,,,
21,./biotrove-data/images/13319653.jpg,Balanophora involucrata,"{'kingdom': 'Plantae', 'phylum': 'Tracheophyta', 'class': 'Magnoliopsida', 'order': 'Santalales', 'family': 'Balanophoraceae', 'genus': 'Balanophora', 'species': 'involucrata'}",['./biotrove-data/images/13319653.jpg'],['Plantae'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/13319653.jpg'],['Tracheophyta'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/113911222.jpg'],['Anthocerotopsida'],['./biotrove-data/images/95242224.jpg'],['Aves'],Plantae,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/113911222.jpg'],['Anthocerotales'],['./biotrove-data/images/113911222.jpg'],['Anthocerotaceae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Anthocerotophyta,Plantae,Tracheophyta,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],[],[],['./biotrove-data/images/95242224.jpg'],['masukuensis'],[],[],Anthocerotopsida,Anthocerotales,Balanophoraceae,Balanophora,punctatus,Anthocerotopsida,Anthocerotales,Anthocerotaceae,Anthoceros,masukuensis
