,0,1,hierarchy,Embedding Example Paths kingdom 1,Embedding Example Categories kingdom 1,Random Example Paths kingdom 1,Random Example Categories kingdom 1,Embedding Example Paths phylum 1,Embedding Example Categories phylum 1,Random Example Paths phylum 1,Random Example Categories phylum 1,Embedding Example Paths class 1,Embedding Example Categories class 1,Random Example Paths class 1,Random Example Categories class 1,Embedding Example Paths order 1,Embedding Example Categories order 1,Random Example Paths order 1,Random Example Categories order 1,Random Example Paths family 1,Random Example Categories family 1,Embedding Example Paths family 1,Embedding Example Categories family 1,Embedding Example Paths genus 1,Embedding Example Categories genus 1,Random Example Paths genus 1,Random Example Categories genus 1,Embedding Example Paths species 1,Embedding Example Categories species 1,Random Example Paths species 1,Random Example Categories species 1,Random kingdom 1,Random phylum 1,Random class 1,Random order 1,Random family 1,Random genus 1,Random species 1,Embedding kingdom 1,Embedding phylum 1,Embedding class 1,Embedding order 1,Embedding family 1,Embedding genus 1,Embedding species 1
10,./biotrove-data/images/220581004.jpg,Actenoides hombroni,"{'kingdom': 'Animalia', 'phylum': 'Chordata', 'class': 'Aves', 'order': 'Coraciiformes', 'family': 'Alcedinidae', 'genus': 'Actenoides', 'species': 'hombroni'}",['./biotrove-data/images/220581004.jpg'],['Animalia'],['./biotrove-data/images/94135725.jpg'],['Plantae'],['./biotrove-data/images/220581004.jpg'],['Chordata'],['./biotrove-data/images/94135725.jpg'],['Tracheophyta'],['./biotrove-data/images/220581004.jpg'],['Aves'],['./biotrove-data/images/94135725.jpg'],['Pinopsida'],['./biotrove-data/images/220581004.jpg'],['Coraciiformes'],['./biotrove-data/images/94135725.jpg'],['Pinales'],['./biotrove-data/images/94135725.jpg'],['Pinaceae'],['./biotrove-data/images/220581004.jpg'],['Alcedinidae'],['./biotrove-data/images/220581004.jpg'],['Actenoides'],['./biotrove-data/images/94135725.jpg'],['Abies'],['./biotrove-data/images/220581004.jpg'],['hombroni'],['./biotrove-data/images/94135725.jpg'],['numidica'],Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Actenoides,hombroni,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Actenoides,hombroni
11,./biotrove-data/images/320088566.jpg,Acacia burkittii,"{'kingdom': 'Plantae', 'phylum': 'Tracheophyta', 'class': 'Magnoliopsida', 'order': 'Fabales', 'family': 'Fabaceae', 'genus': 'Acacia', 'species': 'burkittii'}",['./biotrove-data/images/320088566.jpg'],['Plantae'],['./biotrove-data/images/94135725.jpg'],['Plantae'],['./biotrove-data/images/320088566.jpg'],['Tracheophyta'],['./biotrove-data/images/94135725.jpg'],['Tracheophyta'],['./biotrove-data/images/320088566.jpg'],['Magnoliopsida'],['./biotrove-data/images/94135725.jpg'],['Pinopsida'],['./biotrove-data/images/320088566.jpg'],['Fabales'],['./biotrove-data/images/94135725.jpg'],['Pinales'],['./biotrove-data/images/94135725.jpg'],['Pinaceae'],['./biotrove-data/images/320088566.jpg'],['Fabaceae'],['./biotrove-data/images/320088566.jpg'],['Acacia'],['./biotrove-data/images/94135725.jpg'],['Abies'],['./biotrove-data/images/320088566.jpg'],['burkittii'],,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,NA,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,burkittii
12,./biotrove-data/images/217621846.jpg,Acrocephalus rodericanus,"{'kingdom': 'Animalia', 'phylum': 'Chordata', 'class': 'Aves', 'order': 'Passeriformes', 'family': 'Acrocephalidae', 'genus': 'Acrocephalus', 'species': 'rodericanus'}",['./biotrove-data/images/217621846.jpg'],['Animalia'],['./biotrove-data/images/94135725.jpg'],['Plantae'],['./biotrove-data/images/217621846.jpg'],['Chordata'],['./biotrove-data/images/94135725.jpg'],['Tracheophyta'],['./biotrove-data/images/217621846.jpg'],['Aves'],['./biotrove-data/images/94135725.jpg'],['Pinopsida'],['./biotrove-data/images/217621846.jpg'],['Passeriformes'],['./biotrove-data/images/94135725.jpg'],['Pinales'],['./biotrove-data/images/94135725.jpg'],['Pinaceae'],['./biotrove-data/images/217621846.jpg'],['Acrocephalidae'],['./biotrove-data/images/217621846.jpg'],['Acrocephalus'],['./biotrove-data/images/94135725.jpg'],['Abies'],['./biotrove-data/images/217621846.jpg'],['rodericanus'],['./biotrove-data/images/94135725.jpg'],['numidica'],Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus,dubius,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus,rodericanus
13,./biotrove-data/images/244618152.jpg,Aethopyga shelleyi,"{'kingdom': 'Animalia', 'phylum': 'Chordata', 'class': 'Aves', 'order': 'Passeriformes', 'family': 'Nectariniidae', 'genus': 'Aethopyga', 'species': 'shelleyi'}",['./biotrove-data/images/244618152.jpg'],['Animalia'],['./biotrove-data/images/94135725.jpg'],['Plantae'],['./biotrove-data/images/244618152.jpg'],['Chordata'],['./biotrove-data/images/94135725.jpg'],['Tracheophyta'],['./biotrove-data/images/244618152.jpg'],['Aves'],['./biotrove-data/images/94135725.jpg'],['Pinopsida'],['./biotrove-data/images/244618152.jpg'],['Passeriformes'],['./biotrove-data/images/94135725.jpg'],['Pinales'],['./biotrove-data/images/94135725.jpg'],['Pinaceae'],['./biotrove-data/images/244618152.jpg'],['Nectariniidae'],['./biotrove-data/images/244618152.jpg'],['Aethopyga'],['./biotrove-data/images/94135725.jpg'],['Abies'],['./biotrove-data/images/244618152.jpg'],['shelleyi'],['./biotrove-data/images/94135725.jpg'],['numidica'],Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Aethopyga,hombroni,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Aethopyga,shelleyi
14,./biotrove-data/images/315607161.jpg,Acacia gracilifolia,"{'kingdom': 'Plantae', 'phylum': 'Tracheophyta', 'class': 'Magnoliopsida', 'order': 'Fabales', 'family': 'Fabaceae', 'genus': 'Acacia', 'species': 'gracilifolia'}",['./biotrove-data/images/315607161.jpg'],['Plantae'],['./biotrove-data/images/94135725.jpg'],['Plantae'],['./biotrove-data/images/315607161.jpg'],['Tracheophyta'],['./biotrove-data/images/94135725.jpg'],['Tracheophyta'],['./biotrove-data/images/315607161.jpg'],['Magnoliopsida'],['./biotrove-data/images/94135725.jpg'],['Pinopsida'],['./biotrove-data/images/315607161.jpg'],['Fabales'],['./biotrove-data/images/94135725.jpg'],['Pinales'],['./biotrove-data/images/94135725.jpg'],['Pinaceae'],['./biotrove-data/images/315607161.jpg'],['Fabaceae'],['./biotrove-data/images/315607161.jpg'],['Acacia'],['./biotrove-data/images/94135725.jpg'],['Abies'],['./biotrove-data/images/315607161.jpg'],['gracilifolia'],['./biotrove-data/images/94135725.jpg'],['numidica'],Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,gracilifolia,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,gracilifolia
15,./biotrove-data/images/59540019.jpg,Actenoides hombroni,"{'kingdom': 'Animalia', 'phylum': 'Chordata', 'class': 'Aves', 'order': 'Coraciiformes', 'family': 'Alcedinidae', 'genus': 'Actenoides', 'species': 'hombroni'}",['./biotrove-data/images/59540019.jpg'],['Animalia'],['./biotrove-data/images/94135725.jpg'],['Plantae'],['./biotrove-data/images/59540019.jpg'],['Chordata'],['./biotrove-data/images/94135725.jpg'],['Tracheophyta'],['./biotrove-data/images/59540019.jpg'],['Aves'],['./biotrove-data/images/94135725.jpg'],['Pinopsida'],['./biotrove-data/images/59540019.jpg'],['Coraciiformes'],['./biotrove-data/images/94135725.jpg'],['Pinales'],['./biotrove-data/images/94135725.jpg'],['Pinaceae'],['./biotrove-data/images/59540019.jpg'],['Alcedinidae'],['./biotrove-data/images/59540019.jpg'],['Actenoides'],['./biotrove-data/images/94135725.jpg'],['Abies'],['./biotrove-data/images/59540019.jpg'],['hombroni'],['./biotrove-data/images/94135725.jpg'],['numidica'],Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Actenoides,hombroni,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Actenoides,hombroni
16,./biotrove-data/images/198578884.jpg,Acacia hammondii,"{'kingdom': 'Plantae', 'phylum': 'Tracheophyta', 'class': 'Magnoliopsida', 'order': 'Fabales', 'family': 'Fabaceae', 'genus': 'Acacia', 'species': 'hammondii'}",['./biotrove-data/images/198578884.jpg'],['Plantae'],['./biotrove-data/images/94135725.jpg'],['Plantae'],['./biotrove-data/images/198578884.jpg'],['Tracheophyta'],['./biotrove-data/images/94135725.jpg'],['Tracheophyta'],['./biotrove-data/images/198578884.jpg'],['Magnoliopsida'],['./biotrove-data/images/94135725.jpg'],['Pinopsida'],['./biotrove-data/images/198578884.jpg'],['Fabales'],['./biotrove-data/images/94135725.jpg'],['Pinales'],['./biotrove-data/images/94135725.jpg'],['Pinaceae'],['./biotrove-data/images/198578884.jpg'],['Fabaceae'],['./biotrove-data/images/198578884.jpg'],['Acacia'],['./biotrove-data/images/94135725.jpg'],['Abies'],['./biotrove-data/images/198578884.jpg'],['hammondii'],['./biotrove-data/images/94135725.jpg'],['numidica'],Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,burkittii,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,hammondii
17,./biotrove-data/images/83466471.jpg,Acronicta cyanescens,"{'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Lepidoptera', 'family': 'Noctuidae', 'genus': 'Acronicta', 'species': 'cyanescens'}",['./biotrove-data/images/83466471.jpg'],['Animalia'],['./biotrove-data/images/94135725.jpg'],['Plantae'],['./biotrove-data/images/83466471.jpg'],['Arthropoda'],['./biotrove-data/images/94135725.jpg'],['Tracheophyta'],['./biotrove-data/images/83466471.jpg'],['Insecta'],['./biotrove-data/images/94135725.jpg'],['Pinopsida'],['./biotrove-data/images/83466471.jpg'],['Lepidoptera'],['./biotrove-data/images/94135725.jpg'],['Pinales'],['./biotrove-data/images/94135725.jpg'],['Pinaceae'],['./biotrove-data/images/83466471.jpg'],['Noctuidae'],['./biotrove-data/images/83466471.jpg'],['Acronicta'],['./biotrove-data/images/94135725.jpg'],['Abies'],['./biotrove-data/images/83466471.jpg'],['cyanescens'],['./biotrove-data/images/94135725.jpg'],['numidica'],Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Acronicta,hammondii,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Acronicta,cyanescens
18,./biotrove-data/images/345707633.jpg,Aerodramus sawtelli,"{'kingdom': 'Animalia', 'phylum': 'Chordata', 'class': 'Aves', 'order': 'Caprimulgiformes', 'family': 'Apodidae', 'genus': 'Aerodramus', 'species': 'sawtelli'}",['./biotrove-data/images/345707633.jpg'],['Animalia'],['./biotrove-data/images/94135725.jpg'],['Plantae'],['./biotrove-data/images/345707633.jpg'],['Chordata'],['./biotrove-data/images/94135725.jpg'],['Tracheophyta'],['./biotrove-data/images/345707633.jpg'],['Aves'],['./biotrove-data/images/94135725.jpg'],['Pinopsida'],['./biotrove-data/images/345707633.jpg'],['Caprimulgiformes'],['./biotrove-data/images/94135725.jpg'],['Pinales'],['./biotrove-data/images/94135725.jpg'],['Pinaceae'],['./biotrove-data/images/345707633.jpg'],['Apodidae'],['./biotrove-data/images/345707633.jpg'],['Aerodramus'],['./biotrove-data/images/94135725.jpg'],['Abies'],['./biotrove-data/images/345707633.jpg'],['sawtelli'],['./biotrove-data/images/94135725.jpg'],['numidica'],Animalia,Chordata,Aves,Caprimulgiformes,Apodidae,Aerodramus,hombroni,Animalia,Chordata,Aves,Caprimulgiformes,Apodidae,Aerodramus,sawtelli
19,./biotrove-data/images/239960351.jpg,Acacia hammondii,"{'kingdom': 'Plantae', 'phylum': 'Tracheophyta', 'class': 'Magnoliopsida', 'order': 'Fabales', 'family': 'Fabaceae', 'genus': 'Acacia', 'species': 'hammondii'}",['./biotrove-data/images/239960351.jpg'],['Plantae'],['./biotrove-data/images/94135725.jpg'],['Plantae'],['./biotrove-data/images/239960351.jpg'],['Tracheophyta'],['./biotrove-data/images/94135725.jpg'],['Tracheophyta'],['./biotrove-data/images/239960351.jpg'],['Magnoliopsida'],['./biotrove-data/images/94135725.jpg'],['Pinopsida'],['./biotrove-data/images/239960351.jpg'],['Fabales'],['./biotrove-data/images/94135725.jpg'],['Pinales'],['./biotrove-data/images/94135725.jpg'],['Pinaceae'],['./biotrove-data/images/239960351.jpg'],['Fabaceae'],['./biotrove-data/images/239960351.jpg'],['Acacia'],['./biotrove-data/images/94135725.jpg'],['Abies'],['./biotrove-data/images/239960351.jpg'],['hammondii'],['./biotrove-data/images/94135725.jpg'],['numidica'],Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,burkittii,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,hammondii
