,0,1,hierarchy,Embedding Example Paths kingdom 1,Embedding Example Categories kingdom 1,Random Example Paths kingdom 1,Random Example Categories kingdom 1,Embedding Example Paths phylum 1,Embedding Example Categories phylum 1,Random Example Paths phylum 1,Random Example Categories phylum 1,Random Example Paths class 1,Random Example Categories class 1,Embedding Example Paths class 1,Embedding Example Categories class 1,Random Example Paths order 1,Random Example Categories order 1,Embedding Example Paths order 1,Embedding Example Categories order 1,Random Example Paths family 1,Random Example Categories family 1,Embedding Example Paths family 1,Embedding Example Categories family 1,Random Example Paths genus 1,Random Example Categories genus 1,Embedding Example Paths genus 1,Embedding Example Categories genus 1,Random Example Paths species 1,Random Example Categories species 1,Random kingdom 1,Random phylum 1,Random class 1,Random order 1,Embedding Example Paths species 1,Embedding Example Categories species 1,Random family 1,Random genus 1,Random species 1,Embedding kingdom 1,Embedding phylum 1,Embedding class 1,Embedding order 1,Embedding family 1,Embedding genus 1,Embedding species 1
10,./biotrove-data/images/94769652.jpg,Bradinopyga konkanensis,"{'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Odonata', 'family': 'Libellulidae', 'genus': 'Bradinopyga', 'species': 'konkanensis'}",['./biotrove-data/images/94769652.jpg'],['Animalia'],['./biotrove-data/images/83466471.jpg'],['Animalia'],['./biotrove-data/images/94769652.jpg'],['Arthropoda'],['./biotrove-data/images/83466471.jpg'],['Arthropoda'],['./biotrove-data/images/83466471.jpg'],['Insecta'],['./biotrove-data/images/94769652.jpg'],['Insecta'],['./biotrove-data/images/83466471.jpg'],['Lepidoptera'],['./biotrove-data/images/94769652.jpg'],['Odonata'],['./biotrove-data/images/83466471.jpg'],['Noctuidae'],['./biotrove-data/images/94769652.jpg'],['Libellulidae'],['./biotrove-data/images/83466471.jpg'],['Acronicta'],['./biotrove-data/images/94769652.jpg'],['Bradinopyga'],['./biotrove-data/images/83466471.jpg'],['cyanescens'],Animalia,Arthropoda,Insecta,Odonata,['./biotrove-data/images/94769652.jpg'],['konkanensis'],Libellulidae,Bradinopyga,cyanescens,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Bradinopyga,konkanensis
11,./biotrove-data/images/331818536.jpg,Autoplusia egenoides,"{'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Lepidoptera', 'family': 'Noctuidae', 'genus': 'Autoplusia', 'species': 'egenoides'}",['./biotrove-data/images/331818536.jpg'],['Animalia'],['./biotrove-data/images/83466471.jpg'],['Animalia'],['./biotrove-data/images/331818536.jpg'],['Arthropoda'],['./biotrove-data/images/83466471.jpg'],['Arthropoda'],['./biotrove-data/images/83466471.jpg'],['Insecta'],['./biotrove-data/images/331818536.jpg'],['Insecta'],['./biotrove-data/images/83466471.jpg'],['Lepidoptera'],['./biotrove-data/images/331818536.jpg'],['Lepidoptera'],['./biotrove-data/images/83466471.jpg'],['Noctuidae'],['./biotrove-data/images/331818536.jpg'],['Noctuidae'],['./biotrove-data/images/83466471.jpg'],['Acronicta'],['./biotrove-data/images/331818536.jpg'],['Autoplusia'],['./biotrove-data/images/83466471.jpg'],['cyanescens'],Animalia,Arthropoda,Insecta,Lepidoptera,['./biotrove-data/images/331818536.jpg'],['egenoides'],Noctuidae,Autoplusia,egenoides,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Autoplusia,egenoides
12,./biotrove-data/images/15178649.jpg,Brinckiella wilsoni,"{'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Orthoptera', 'family': 'Tettigoniidae', 'genus': 'Brinckiella', 'species': 'wilsoni'}",['./biotrove-data/images/15178649.jpg'],['Animalia'],['./biotrove-data/images/83466471.jpg'],['Animalia'],['./biotrove-data/images/15178649.jpg'],['Arthropoda'],['./biotrove-data/images/83466471.jpg'],['Arthropoda'],['./biotrove-data/images/83466471.jpg'],['Insecta'],['./biotrove-data/images/15178649.jpg'],['Insecta'],['./biotrove-data/images/83466471.jpg'],['Lepidoptera'],['./biotrove-data/images/15178649.jpg'],['Orthoptera'],['./biotrove-data/images/83466471.jpg'],['Noctuidae'],['./biotrove-data/images/15178649.jpg'],['Tettigoniidae'],['./biotrove-data/images/83466471.jpg'],['Acronicta'],['./biotrove-data/images/15178649.jpg'],['Brinckiella'],['./biotrove-data/images/83466471.jpg'],['cyanescens'],Animalia,Arthropoda,Insecta,Orthoptera,['./biotrove-data/images/15178649.jpg'],['wilsoni'],Tettigoniidae,Astala,johnsoni,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Brinckiella,wilsoni
13,./biotrove-data/images/14536542.jpg,Brachyopa notata,"{'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Diptera', 'family': 'Syrphidae', 'genus': 'Brachyopa', 'species': 'notata'}",['./biotrove-data/images/14536542.jpg'],['Animalia'],['./biotrove-data/images/83466471.jpg'],['Animalia'],['./biotrove-data/images/14536542.jpg'],['Arthropoda'],['./biotrove-data/images/83466471.jpg'],['Arthropoda'],['./biotrove-data/images/83466471.jpg'],['Insecta'],['./biotrove-data/images/14536542.jpg'],['Insecta'],['./biotrove-data/images/83466471.jpg'],['Lepidoptera'],['./biotrove-data/images/14536542.jpg'],['Diptera'],['./biotrove-data/images/83466471.jpg'],['Noctuidae'],['./biotrove-data/images/14536542.jpg'],['Syrphidae'],['./biotrove-data/images/83466471.jpg'],['Acronicta'],['./biotrove-data/images/14536542.jpg'],['Brachyopa'],['./biotrove-data/images/83466471.jpg'],['cyanescens'],Animalia,Arthropoda,Insecta,Diptera,['./biotrove-data/images/14536542.jpg'],['notata'],Syrphidae,Brachyopa,galba,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Brachyopa,notata
14,./biotrove-data/images/242883216.jpg,Amblyscirtes linda,"{'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Lepidoptera', 'family': 'Hesperiidae', 'genus': 'Amblyscirtes', 'species': 'linda'}",['./biotrove-data/images/242883216.jpg'],['Animalia'],['./biotrove-data/images/83466471.jpg'],['Animalia'],['./biotrove-data/images/242883216.jpg'],['Arthropoda'],['./biotrove-data/images/83466471.jpg'],['Arthropoda'],['./biotrove-data/images/83466471.jpg'],['Insecta'],['./biotrove-data/images/242883216.jpg'],['Insecta'],['./biotrove-data/images/83466471.jpg'],['Lepidoptera'],['./biotrove-data/images/242883216.jpg'],['Lepidoptera'],['./biotrove-data/images/83466471.jpg'],['Noctuidae'],['./biotrove-data/images/242883216.jpg'],['Hesperiidae'],['./biotrove-data/images/83466471.jpg'],['Acronicta'],['./biotrove-data/images/242883216.jpg'],['Amblyscirtes'],['./biotrove-data/images/83466471.jpg'],['cyanescens'],Animalia,Arthropoda,Insecta,Lepidoptera,['./biotrove-data/images/242883216.jpg'],['linda'],Hesperiidae,Amblyscirtes,mossii,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Amblyscirtes,linda
15,./biotrove-data/images/129889654.jpg,Astala confederata,"{'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Lepidoptera', 'family': 'Psychidae', 'genus': 'Astala', 'species': 'confederata'}",['./biotrove-data/images/129889654.jpg'],['Animalia'],['./biotrove-data/images/83466471.jpg'],['Animalia'],['./biotrove-data/images/129889654.jpg'],['Arthropoda'],['./biotrove-data/images/83466471.jpg'],['Arthropoda'],['./biotrove-data/images/83466471.jpg'],['Insecta'],['./biotrove-data/images/129889654.jpg'],['Insecta'],['./biotrove-data/images/83466471.jpg'],['Lepidoptera'],['./biotrove-data/images/129889654.jpg'],['Lepidoptera'],['./biotrove-data/images/83466471.jpg'],['Noctuidae'],['./biotrove-data/images/129889654.jpg'],['Psychidae'],['./biotrove-data/images/83466471.jpg'],['Acronicta'],['./biotrove-data/images/129889654.jpg'],['Astala'],['./biotrove-data/images/83466471.jpg'],['cyanescens'],Animalia,Arthropoda,Insecta,Lepidoptera,['./biotrove-data/images/129889654.jpg'],['confederata'],Noctuidae,Acronicta,bimaculata,Animalia,Arthropoda,Insecta,Lepidoptera,Psychidae,Astala,confederata
16,./biotrove-data/images/289957377.jpg,Carterocephalus avanti,"{'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Lepidoptera', 'family': 'Hesperiidae', 'genus': 'Carterocephalus', 'species': 'avanti'}",['./biotrove-data/images/289957377.jpg'],['Animalia'],['./biotrove-data/images/83466471.jpg'],['Animalia'],['./biotrove-data/images/289957377.jpg'],['Arthropoda'],['./biotrove-data/images/83466471.jpg'],['Arthropoda'],['./biotrove-data/images/83466471.jpg'],['Insecta'],['./biotrove-data/images/289957377.jpg'],['Insecta'],['./biotrove-data/images/83466471.jpg'],['Lepidoptera'],['./biotrove-data/images/289957377.jpg'],['Lepidoptera'],['./biotrove-data/images/83466471.jpg'],['Noctuidae'],['./biotrove-data/images/289957377.jpg'],['Hesperiidae'],['./biotrove-data/images/83466471.jpg'],['Acronicta'],['./biotrove-data/images/289957377.jpg'],['Carterocephalus'],['./biotrove-data/images/83466471.jpg'],['cyanescens'],Animalia,Arthropoda,Insecta,Lepidoptera,['./biotrove-data/images/289957377.jpg'],['avanti'],Hesperiidae,Carterocephalus,delius,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Carterocephalus,avanti
17,./biotrove-data/images/189424105.jpg,Appias galba,"{'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Lepidoptera', 'family': 'Pieridae', 'genus': 'Appias', 'species': 'galba'}",['./biotrove-data/images/189424105.jpg'],['Animalia'],['./biotrove-data/images/83466471.jpg'],['Animalia'],['./biotrove-data/images/189424105.jpg'],['Arthropoda'],['./biotrove-data/images/83466471.jpg'],['Arthropoda'],['./biotrove-data/images/83466471.jpg'],['Insecta'],['./biotrove-data/images/189424105.jpg'],['Insecta'],['./biotrove-data/images/83466471.jpg'],['Lepidoptera'],['./biotrove-data/images/189424105.jpg'],['Lepidoptera'],['./biotrove-data/images/83466471.jpg'],['Noctuidae'],['./biotrove-data/images/189424105.jpg'],['Pieridae'],['./biotrove-data/images/83466471.jpg'],['Acronicta'],['./biotrove-data/images/273684269.jpg'],['Antanartia'],['./biotrove-data/images/83466471.jpg'],['cyanescens'],Animalia,Arthropoda,Insecta,Lepidoptera,[],[],Nymphalidae,Antanartia,galba,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Callophrys,konkanensis
18,./biotrove-data/images/219058752.jpg,Atrytonopsis frappenda,"{'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Lepidoptera', 'family': 'Hesperiidae', 'genus': 'Atrytonopsis', 'species': 'frappenda'}",['./biotrove-data/images/219058752.jpg'],['Animalia'],['./biotrove-data/images/83466471.jpg'],['Animalia'],['./biotrove-data/images/219058752.jpg'],['Arthropoda'],['./biotrove-data/images/83466471.jpg'],['Arthropoda'],['./biotrove-data/images/83466471.jpg'],['Insecta'],['./biotrove-data/images/219058752.jpg'],['Insecta'],['./biotrove-data/images/83466471.jpg'],['Lepidoptera'],['./biotrove-data/images/219058752.jpg'],['Lepidoptera'],['./biotrove-data/images/83466471.jpg'],['Noctuidae'],['./biotrove-data/images/219058752.jpg'],['Hesperiidae'],['./biotrove-data/images/83466471.jpg'],['Acronicta'],['./biotrove-data/images/219058752.jpg'],['Atrytonopsis'],['./biotrove-data/images/83466471.jpg'],['cyanescens'],Animalia,Arthropoda,Insecta,Lepidoptera,['./biotrove-data/images/219058752.jpg'],['frappenda'],Hesperiidae,Carterocephalus,konkanensis,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Atrytonopsis,frappenda
19,./biotrove-data/images/182166387.jpg,Beiericolya tardipes,"{'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Orthoptera', 'family': 'Tettigoniidae', 'genus': 'Beiericolya', 'species': 'tardipes'}",['./biotrove-data/images/182166387.jpg'],['Animalia'],['./biotrove-data/images/83466471.jpg'],['Animalia'],['./biotrove-data/images/182166387.jpg'],['Arthropoda'],['./biotrove-data/images/83466471.jpg'],['Arthropoda'],['./biotrove-data/images/83466471.jpg'],['Insecta'],['./biotrove-data/images/182166387.jpg'],['Insecta'],['./biotrove-data/images/83466471.jpg'],['Lepidoptera'],['./biotrove-data/images/182166387.jpg'],['Orthoptera'],['./biotrove-data/images/83466471.jpg'],['Noctuidae'],['./biotrove-data/images/182166387.jpg'],['Tettigoniidae'],['./biotrove-data/images/83466471.jpg'],['Acronicta'],['./biotrove-data/images/182166387.jpg'],['Beiericolya'],['./biotrove-data/images/83466471.jpg'],['cyanescens'],Animalia,Arthropoda,Insecta,Orthoptera,['./biotrove-data/images/15178649.jpg'],['wilsoni'],Tettigoniidae,Astala,confederata,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Brinckiella,notata
20,./biotrove-data/images/208085220.jpg,Callophrys mossii doudoroffi,"{'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Lepidoptera', 'family': 'Lycaenidae', 'genus': 'Callophrys', 'species': 'mossii'}",['./biotrove-data/images/208085220.jpg'],['Animalia'],['./biotrove-data/images/83466471.jpg'],['Animalia'],['./biotrove-data/images/208085220.jpg'],['Arthropoda'],['./biotrove-data/images/83466471.jpg'],['Arthropoda'],['./biotrove-data/images/83466471.jpg'],['Insecta'],['./biotrove-data/images/208085220.jpg'],['Insecta'],['./biotrove-data/images/83466471.jpg'],['Lepidoptera'],['./biotrove-data/images/208085220.jpg'],['Lepidoptera'],,,['./biotrove-data/images/208085220.jpg'],['Lycaenidae'],,,['./biotrove-data/images/208085220.jpg'],['Callophrys'],,,Animalia,Arthropoda,Insecta,NA,['./biotrove-data/images/208085220.jpg'],['mossii'],,,,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Callophrys,mossii
