,0,1,# of Shots 0
13,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im616_g_ACRIMA.jpg,glaucoma,glaucoma
14,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im150_ACRIMA.jpg,normal,glaucoma
15,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im349_g_ACRIMA.jpg,glaucoma,glaucoma
16,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im102_ACRIMA.jpg,normal,glaucoma
17,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im217_ACRIMA.jpg,normal,glaucoma
18,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im681_g_ACRIMA.jpg,glaucoma,glaucoma
19,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im593_g_ACRIMA.jpg,glaucoma,glaucoma
20,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im108_ACRIMA.jpg,normal,glaucoma
21,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im252_ACRIMA.jpg,normal,glaucoma
22,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im358_g_ACRIMA.jpg,glaucoma,glaucoma
23,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im392_g_ACRIMA.jpg,glaucoma,glaucoma
24,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im213_ACRIMA.jpg,normal,glaucoma
25,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im466_g_ACRIMA.jpg,glaucoma,glaucoma
26,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im701_g_ACRIMA.jpg,glaucoma,glaucoma
27,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im302_ACRIMA.jpg,normal,glaucoma
28,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im452_g_ACRIMA.jpg,glaucoma,glaucoma
29,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im116_ACRIMA.jpg,normal,glaucoma
30,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im467_g_ACRIMA.jpg,glaucoma,glaucoma
31,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im538_g_ACRIMA.jpg,glaucoma,glaucoma
32,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im222_ACRIMA.jpg,normal,glaucoma
33,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im312_g_ACRIMA.jpg,glaucoma,glaucoma
34,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im070_ACRIMA.jpg,normal,glaucoma
35,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im344_g_ACRIMA.jpg,glaucoma,glaucoma
36,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im231_ACRIMA.jpg,normal,glaucoma
37,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im214_ACRIMA.jpg,normal,glaucoma
38,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im350_g_ACRIMA.jpg,glaucoma,glaucoma
39,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im577_g_ACRIMA.jpg,glaucoma,glaucoma
40,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im406_g_ACRIMA.jpg,glaucoma,glaucoma
41,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im501_g_ACRIMA.jpg,glaucoma,glaucoma
42,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im332_g_ACRIMA.jpg,glaucoma,glaucoma
43,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im018_ACRIMA.jpg,normal,glaucoma
44,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im497_g_ACRIMA.jpg,glaucoma,glaucoma
45,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im580_g_ACRIMA.jpg,glaucoma,glaucoma
46,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im158_ACRIMA.jpg,normal,glaucoma
47,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im389_g_ACRIMA.jpg,glaucoma,glaucoma
48,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im128_ACRIMA.jpg,normal,glaucoma
49,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im507_g_ACRIMA.jpg,glaucoma,glaucoma
50,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im658_g_ACRIMA.jpg,glaucoma,glaucoma
51,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im384_g_ACRIMA.jpg,glaucoma,glaucoma
52,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im511_g_ACRIMA.jpg,glaucoma,glaucoma
53,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im624_g_ACRIMA.jpg,glaucoma,glaucoma
54,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im462_g_ACRIMA.jpg,glaucoma,glaucoma
55,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im125_ACRIMA.jpg,normal,glaucoma
56,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im369_g_ACRIMA.jpg,glaucoma,glaucoma
57,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im250_ACRIMA.jpg,normal,glaucoma
58,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im412_g_ACRIMA.jpg,glaucoma,glaucoma
59,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im210_ACRIMA.jpg,normal,glaucoma
60,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im204_ACRIMA.jpg,normal,glaucoma
61,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im007_ACRIMA.jpg,normal,glaucoma
62,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im100_ACRIMA.jpg,normal,glaucoma
63,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im512_g_ACRIMA.jpg,glaucoma,glaucoma
64,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im078_ACRIMA.jpg,normal,glaucoma
65,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im199_ACRIMA.jpg,normal,glaucoma
66,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im391_g_ACRIMA.jpg,glaucoma,glaucoma
67,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im104_ACRIMA.jpg,normal,glaucoma
68,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im133_ACRIMA.jpg,normal,glaucoma
69,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im190_ACRIMA.jpg,normal,glaucoma
70,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im120_ACRIMA.jpg,normal,glaucoma
71,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im314_g_ACRIMA.jpg,glaucoma,glaucoma
72,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im164_ACRIMA.jpg,normal,glaucoma
73,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im546_g_ACRIMA.jpg,glaucoma,glaucoma
74,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im232_ACRIMA.jpg,normal,glaucoma
75,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im001_ACRIMA.jpg,normal,glaucoma
76,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im246_ACRIMA.jpg,normal,glaucoma
77,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im457_g_ACRIMA.jpg,glaucoma,glaucoma
78,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im182_ACRIMA.jpg,normal,glaucoma
79,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im132_ACRIMA.jpg,normal,glaucoma
80,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im020_ACRIMA.jpg,normal,glaucoma
81,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im086_ACRIMA.jpg,normal,glaucoma
82,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im458_g_ACRIMA.jpg,glaucoma,glaucoma
83,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im429_g_ACRIMA.jpg,glaucoma,glaucoma
84,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im499_g_ACRIMA.jpg,glaucoma,glaucoma
85,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im090_ACRIMA.jpg,normal,glaucoma
86,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im438_g_ACRIMA.jpg,glaucoma,glaucoma
87,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im573_g_ACRIMA.jpg,glaucoma,glaucoma
88,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im459_g_ACRIMA.jpg,glaucoma,glaucoma
89,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im098_ACRIMA.jpg,normal,glaucoma
90,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im041_ACRIMA.jpg,normal,glaucoma
91,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im228_ACRIMA.jpg,normal,glaucoma
92,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im011_ACRIMA.jpg,normal,glaucoma
93,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im218_ACRIMA.jpg,normal,glaucoma
94,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im397_g_ACRIMA.jpg,glaucoma,glaucoma
95,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im055_ACRIMA.jpg,normal,glaucoma
96,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im240_ACRIMA.jpg,normal,glaucoma
97,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/glaucoma/Im594_g_ACRIMA.jpg,glaucoma,glaucoma
98,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im202_ACRIMA.jpg,normal,glaucoma
99,/Users/muhammadarbabarshad/Documents/Personal Data/GPT4o-with-sakib/data/glaucoma-dataset/Dataset_New/Dataset_New/ACRIMA/normal/Im005_ACRIMA.jpg,normal,glaucoma
