,0,1,# of Shots 0,# of Shots 1,# of Shots 2,# of Shots 4,# of Shots 8
21,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/ Highly Resistant/IMG_2985.jpg, Highly Resistant,Highly Susceptible,Resistant,Moderately Resistant,Moderately Resistant,Moderately Resistant
22,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Moderately Resistant/IMG_3156.jpg,Moderately Resistant,Highly Susceptible,Highly Susceptible,Moderately Resistant,Resistant,Highly Susceptible
23,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Resistant/IMG_20220618_110634.jpg,Resistant,Moderately Resistant,Moderately Resistant,Resistant,Resistant,Highly Susceptible
24,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Highly Susceptible/IMG_20220623_174233.jpg,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible
25,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Susceptible/IMG_3184.jpg,Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible
26,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Resistant/IMG_20220624_185747.jpg,Resistant,Susceptible,Moderately Resistant,Resistant,Resistant,Moderately Resistant
27,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/ Highly Resistant/IMG_20220624_172119.jpg, Highly Resistant,Highly Resistant,Highly Resistant,Highly Resistant,Highly Resistant,Highly Resistant
28,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Susceptible/IMG_4289.jpg,Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible
29,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Highly Susceptible/IMG_4741.jpg,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible
30,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Susceptible/IMG_3453.jpg,Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Susceptible,Highly Susceptible
31,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Resistant/IMG_4147.jpg,Resistant,Resistant,Moderately Resistant,Resistant,Resistant,Susceptible
32,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/ Highly Resistant/IMG_4210.jpg, Highly Resistant,Highly Resistant,Highly Resistant,Highly Resistant,Resistant,Highly Resistant
33,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Moderately Resistant/IMG_2342.jpg,Moderately Resistant,Resistant,Moderately Resistant,Resistant,Moderately Resistant,Highly Resistant
34,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/ Highly Resistant/IMG_20220628_170432.jpg, Highly Resistant,Highly Resistant,Highly Resistant,Highly Resistant,Highly Resistant,Highly Resistant
35,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Susceptible/IMG_20220626_171153.jpg,Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Moderately Resistant
36,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Highly Susceptible/IMG_20220625_175653.jpg,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible
37,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Highly Susceptible/IMG_20220628_165618.jpg,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible
38,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Moderately Resistant/IMG_20220625_181552.jpg,Moderately Resistant,Resistant,Resistant,Susceptible,Moderately Resistant,Moderately Resistant
39,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Susceptible/IMG_4060.jpg,Susceptible,Resistant,Highly Susceptible,Resistant,Moderately Resistant,Moderately Resistant
40,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Resistant/IMG_20220625_182551.jpg,Resistant,Highly Resistant,Highly Resistant,Highly Resistant,Highly Resistant,Resistant
41,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Moderately Resistant/IMG_20220625_181750.jpg,Moderately Resistant,Highly Susceptible,Resistant,Susceptible,Resistant,Susceptible
42,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Susceptible/IMG_20220625_183558.jpg,Susceptible,Moderately Resistant,Resistant,Moderately Resistant,Susceptible,Moderately Resistant
43,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/ Highly Resistant/IMG_20220626_170857.jpg, Highly Resistant,Moderately Resistant,Resistant,Highly Resistant,Resistant,Highly Resistant
44,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Moderately Resistant/IMG_20220625_181836.jpg,Moderately Resistant,Resistant,Resistant,Susceptible,Susceptible,Moderately Resistant
45,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Susceptible/IMG_4596.jpg,Susceptible,Highly Susceptible,Susceptible,Susceptible,Susceptible,Susceptible
46,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/ Highly Resistant/IMG_4378.jpg, Highly Resistant,Highly Resistant,Highly Resistant,Moderately Resistant,Highly Resistant,Resistant
47,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Moderately Resistant/IMG_20220624_190821.jpg,Moderately Resistant,Resistant,Highly Resistant,Moderately Resistant,Moderately Resistant,Resistant
48,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Highly Susceptible/IMG_3476.jpg,Highly Susceptible,Highly Susceptible,Highly Susceptible,Moderately Resistant,Highly Susceptible,Highly Susceptible
49,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Susceptible/IMG_20220626_172456.jpg,Susceptible,Susceptible,Highly Susceptible,Moderately Resistant,Moderately Resistant,Resistant
50,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Moderately Resistant/IMG_2524.jpg,Moderately Resistant,Susceptible,Moderately Resistant,Moderately Resistant,Highly Susceptible,Highly Resistant
51,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Susceptible/IMG_3023.jpg,Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Susceptible,Highly Susceptible
52,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Susceptible/IMG_20220626_163506.jpg,Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Moderately Resistant
53,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Moderately Resistant/IMG_20220625_182841.jpg,Moderately Resistant,Susceptible,Moderately Resistant,Resistant,Resistant,Resistant
54,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Susceptible/IMG_4732.jpg,Susceptible,Highly Susceptible,Susceptible,Highly Susceptible,Susceptible,Susceptible
55,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Highly Susceptible/IMG_3384.jpg,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible
56,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Susceptible/IMG_20220628_175516.jpg,Susceptible,Highly Susceptible,Susceptible,Resistant,Highly Susceptible,Highly Susceptible
57,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Highly Susceptible/IMG_3470.jpg,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible
58,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Moderately Resistant/IMG_3940.jpg,Moderately Resistant,Resistant,Susceptible,Susceptible,Moderately Resistant,Susceptible
59,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/ Highly Resistant/IMG_3300.jpg, Highly Resistant,Moderately Resistant,Resistant,Resistant,Resistant,Resistant
60,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Resistant/IMG_3340.jpg,Resistant,Highly Susceptible,Resistant,Highly Resistant,Resistant,Moderately Resistant
61,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/ Highly Resistant/IMG_2619.jpg, Highly Resistant,Susceptible,Highly Resistant,Resistant,Moderately Resistant,Moderately Resistant
62,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Resistant/IMG_20220623_181154.jpg,Resistant,Highly Resistant,Highly Susceptible,Resistant,Highly Resistant,Highly Resistant
63,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Resistant/IMG_3189.jpg,Resistant,Moderately Resistant,Resistant,Resistant,Resistant,Highly Resistant
64,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Resistant/IMG_3624.jpg,Resistant,Resistant,Moderately Resistant,Moderately Resistant,Susceptible,Highly Resistant
65,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Highly Susceptible/IMG_4525.jpg,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible
66,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Resistant/IMG_20220625_182952.jpg,Resistant,Resistant,Resistant,Resistant,Highly Resistant,Resistant
67,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Highly Susceptible/IMG_20220628_174351.jpg,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible
68,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Highly Susceptible/IMG_3458.jpg,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible
69,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/ Highly Resistant/IMG_3198.jpg, Highly Resistant,Susceptible,Resistant,Susceptible,Highly Resistant,Resistant
70,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Highly Susceptible/IMG_20220625_183507_1.jpg,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible
71,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Resistant/IMG_20220624_175547.jpg,Resistant,Highly Resistant,Resistant,Resistant,Resistant,Highly Resistant
72,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Resistant/IMG_20220625_175552.jpg,Resistant,Highly Resistant,Resistant,Resistant,Moderately Resistant,Resistant
73,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Resistant/IMG_20220624_173004.jpg,Resistant,Highly Resistant,Resistant,Moderately Resistant,Highly Resistant,Resistant
74,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/ Highly Resistant/IMG_20220623_173452.jpg, Highly Resistant,Highly Resistant,Highly Resistant,Highly Resistant,Highly Resistant,Highly Resistant
75,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Resistant/IMG_20220623_185844.jpg,Resistant,Resistant,Resistant,Highly Resistant,Moderately Resistant,Highly Susceptible
76,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Highly Susceptible/IMG_4550.jpg,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible
77,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Moderately Resistant/IMG_20220624_184745.jpg,Moderately Resistant,Susceptible,Susceptible,Susceptible,Moderately Resistant,Moderately Resistant
78,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/ Highly Resistant/IMG_20220624_174855.jpg, Highly Resistant,Highly Resistant,Highly Resistant,Highly Resistant,Highly Resistant,Highly Resistant
79,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Resistant/IMG_2929.jpg,Resistant,Resistant,Moderately Resistant,Moderately Resistant,Moderately Resistant,Resistant
80,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Highly Susceptible/IMG_20220628_175652.jpg,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible
81,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/ Highly Resistant/IMG_20220624_184938.jpg, Highly Resistant,Highly Resistant,Highly Resistant,Resistant,Highly Resistant,Susceptible
82,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Moderately Resistant/IMG_20220618_114506.jpg,Moderately Resistant,Highly Resistant,Highly Resistant,Moderately Resistant,Susceptible,Resistant
83,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Moderately Resistant/IMG_2533.jpg,Moderately Resistant,Susceptible,Resistant,Highly Resistant,Highly Susceptible,Moderately Resistant
84,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Susceptible/IMG_4481.jpg,Susceptible,Highly Susceptible,Susceptible,Moderately Resistant,Susceptible,Susceptible
85,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Resistant/IMG_4861.jpg,Resistant,Susceptible,Moderately Resistant,Moderately Resistant,Resistant,Resistant
86,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Moderately Resistant/IMG_3688.jpg,Moderately Resistant,Susceptible,Susceptible,Moderately Resistant,Moderately Resistant,Susceptible
87,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Susceptible/IMG_20220625_183159.jpg,Susceptible,Moderately Resistant,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible
88,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Moderately Resistant/IMG_3021.jpg,Moderately Resistant,Resistant,Resistant,Resistant,Moderately Resistant,Resistant
89,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/ Highly Resistant/IMG_20220623_172533.jpg, Highly Resistant,Highly Resistant,Resistant,Moderately Resistant,Resistant,Resistant
90,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/ Highly Resistant/IMG_2600.jpg, Highly Resistant,Highly Resistant,Moderately Resistant,Moderately Resistant,Moderately Resistant,Susceptible
91,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Highly Susceptible/IMG_3496.jpg,Highly Susceptible,Highly Susceptible,Highly Susceptible,Susceptible,Susceptible,Highly Susceptible
92,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/ Highly Resistant/IMG_20220625_184125.jpg, Highly Resistant,Highly Resistant,Highly Resistant,Highly Resistant,Highly Resistant,Highly Resistant
93,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/ Highly Resistant/IMG_20220626_170523.jpg, Highly Resistant,Moderately Resistant,Highly Resistant,Highly Resistant,Resistant,Moderately Resistant
94,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Moderately Resistant/IMG_20220624_184227.jpg,Moderately Resistant,Resistant,Highly Resistant,Highly Resistant,Moderately Resistant,Resistant
95,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Highly Susceptible/IMG_3400.jpg,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible
96,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Highly Susceptible/IMG_20220623_174238.jpg,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible
97,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Susceptible/IMG_20220618_114125.jpg,Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible,Highly Susceptible
98,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/ Highly Resistant/IMG_20220628_165441.jpg, Highly Resistant,Highly Resistant,Highly Resistant,Highly Resistant,Resistant,Highly Resistant
99,/Users/muhammadarbabarshad/Downloads/AgEval-datasets/FUSARIUM-22/dataset_raw/Resistant/IMG_20220625_181358.jpg,Resistant,Highly Resistant,Highly Resistant,Highly Resistant,Resistant,Resistant
